,shortcode,url,category
236,blobcatnotlikethis,https://tooting.ch/system/custom_emojis/images/000/022/704/original/1f6e2f09619b1d63.png,Blobcat Emoji
237,blobcatthx,https://tooting.ch/system/custom_emojis/images/000/022/707/original/2ae30ba78b96b208.png,Blobcat Emoji
238,blobcatyes,https://tooting.ch/system/custom_emojis/images/000/022/708/original/7c03477eec00d6df.png,Blobcat Emoji
239,gfl_thunderdeletthis,https://tooting.ch/system/custom_emojis/images/000/068/338/original/3524e7bbd14feb86.png,Girls' Frontline Stickers by BulletPuncher-98
240,gfl_ump45disgust,https://tooting.ch/system/custom_emojis/images/000/068/339/original/6c283d24be109b6f.png,Girls' Frontline Stickers by BulletPuncher-98
241,blobcattea,https://tooting.ch/system/custom_emojis/images/000/012/950/original/a4c4f366ddb75a3b.png,Blobcat Emoji
242,blobcatuwu,https://tooting.ch/system/custom_emojis/images/000/012/960/original/fad9979950ed9980.png,Blobcat Emoji
243,blobpopcorn,https://tooting.ch/system/custom_emojis/images/000/012/958/original/32ee20e8e52e94d2.png,Blob Emoji
244,blobrollingeyes,https://tooting.ch/system/custom_emojis/images/000/012/953/original/81547e66a001b19f.png,Blob Emoji
245,blobthinkingcool,https://tooting.ch/system/custom_emojis/images/000/012/952/original/63e50a59f5a1667d.png,Blob Emoji
246,blobthumbsup,https://tooting.ch/system/custom_emojis/images/000/012/951/original/5f2d0153efa24b73.png,Blob Emoji
247,blobtired,https://tooting.ch/system/custom_emojis/images/000/012/957/original/58e9771789a6d389.png,Blob Emoji
248,blobbandage,https://tooting.ch/system/custom_emojis/images/000/012/965/original/26225c28dd3e6f21.png,Blob Emoji
249,blobconfused,https://tooting.ch/system/custom_emojis/images/000/012/956/original/a5b5a25ed4dabe31.png,Blob Emoji
250,blobbowing,https://tooting.ch/system/custom_emojis/images/000/012/966/original/b65864054d7da20a.png,Blob Emoji
251,blobcouncil,https://tooting.ch/system/custom_emojis/images/000/012/967/original/3291a27c7249d1dc.png,Blob Emoji
252,blobhighfive,https://tooting.ch/system/custom_emojis/images/000/012/963/original/279a03899ccd0e29.png,Blob Emoji
253,ablobsmile,https://tooting.ch/system/custom_emojis/images/000/012/920/original/870540daee7c8d5e.png,Blob Emoji
254,ablobdj,https://tooting.ch/system/custom_emojis/images/000/012/922/original/4456b9239bf2686f.png,Blob Emoji
255,blobboo,https://tooting.ch/system/custom_emojis/images/000/012/924/original/e02ccc8d3d8339e7.png,Blob Emoji
256,blobfrown,https://tooting.ch/system/custom_emojis/images/000/012/968/original/8f2107c24e2797ca.png,Blob Emoji
257,blobpopsicle,https://tooting.ch/system/custom_emojis/images/000/012/973/original/721946689e48ba82.png,Blob Emoji
258,blobsmile,https://tooting.ch/system/custom_emojis/images/000/012/969/original/f6bfa47c9ba8576e.png,Blob Emoji
259,blobsneezing,https://tooting.ch/system/custom_emojis/images/000/012/974/original/149540e91c7a9616.png,Blob Emoji
260,blobthumbsdown,https://tooting.ch/system/custom_emojis/images/000/012/964/original/11ae89a910cecd78.png,Blob Emoji
261,blobthinksmart,https://tooting.ch/system/custom_emojis/images/000/012/975/original/1d8b50111a32eb59.png,Blob Emoji
262,blobunsure,https://tooting.ch/system/custom_emojis/images/000/012/940/original/4b9f6f17c67d7245.png,Blob Emoji
263,blobunamused,https://tooting.ch/system/custom_emojis/images/000/012/971/original/dbc2f8a35c930328.png,Blob Emoji
264,blobxd,https://tooting.ch/system/custom_emojis/images/000/012/941/original/5c86abc5057f612c.png,Blob Emoji
265,drake_dislike,https://tooting.ch/system/custom_emojis/images/000/012/914/original/a31380ec8762c78c.png,Memes
266,meowsmile,https://tooting.ch/system/custom_emojis/images/000/012/970/original/7b72606ef13b11a0.png,Blobcat Emoji
267,surprised_pikachu,https://tooting.ch/system/custom_emojis/images/000/012/916/original/c8eee9fbe2a78ae4.png,Memes
268,tux,https://tooting.ch/system/custom_emojis/images/000/012/946/original/18ad7881d8bff1d2.png,Logos and Symbols
269,oh_no,https://tooting.ch/system/custom_emojis/images/000/012/944/original/e69727992358bec3.png,Memes
270,blobcatgoogly,https://tooting.ch/system/custom_emojis/images/000/012/918/original/569d4a200236261c.png,Blobcat Emoji
271,ablobspin,https://tooting.ch/system/custom_emojis/images/000/012/919/original/caa921b2dc34f8da.png,Blob Emoji
272,ablobcool,https://tooting.ch/system/custom_emojis/images/000/012/921/original/c87a27baa4b90176.png,Blob Emoji
273,blobangel,https://tooting.ch/system/custom_emojis/images/000/012/923/original/3ab2679e78172f15.png,Blob Emoji
274,blobhug,https://tooting.ch/system/custom_emojis/images/000/012/917/original/7a67f45deaaa05ac.png,Blob Emoji
275,blobtea,https://tooting.ch/system/custom_emojis/images/000/012/938/original/67f0cc0aad94e54f.png,Blob Emoji
276,blobtilt,https://tooting.ch/system/custom_emojis/images/000/012/939/original/f3297665c1cad99e.png,Blob Emoji
277,drake_like,https://tooting.ch/system/custom_emojis/images/000/012/915/original/cfe8d2ff1c093f52.png,Memes
278,oh_no_bubble,https://tooting.ch/system/custom_emojis/images/000/012/945/original/555d8a51f6d97491.png,Memes
279,blobcatumm,https://tooting.ch/system/custom_emojis/images/000/012/928/original/88415ae60948578b.png,Blobcat Emoji
280,blobhiss,https://tooting.ch/system/custom_emojis/images/000/012/930/original/1f8d02f0ae33b752.png,Blob Emoji
281,blobnom,https://tooting.ch/system/custom_emojis/images/000/012/932/original/205ec6b60fe3a4ad.png,Blob Emoji
282,blobopenmouth,https://tooting.ch/system/custom_emojis/images/000/012/933/original/d4b2cb601b6444eb.png,Blob Emoji
283,vegan,https://tooting.ch/system/custom_emojis/images/000/012/947/original/0215637557439d44.png,Logos and Symbols
284,blobcatreach,https://tooting.ch/system/custom_emojis/images/000/012/926/original/5dd926a61ba1a5bf.png,Blobcat Emoji
285,blobcatsadreach,https://tooting.ch/system/custom_emojis/images/000/012/927/original/16329410953ead86.png,Blobcat Emoji
286,blobflushed,https://tooting.ch/system/custom_emojis/images/000/012/929/original/291a45718039141e.png,Blob Emoji
287,bloblurk,https://tooting.ch/system/custom_emojis/images/000/012/931/original/b17c8a3c45af7da2.png,Blob Emoji
288,blobreachreverse,https://tooting.ch/system/custom_emojis/images/000/012/935/original/c7f1cd7371a4a94a.png,Blob Emoji
289,blobsip,https://tooting.ch/system/custom_emojis/images/000/012/936/original/519a2b600a0b3667.png,Blob Emoji
290,blobsurprised,https://tooting.ch/system/custom_emojis/images/000/012/937/original/5757c00ab69135e2.png,Blob Emoji
291,bunnypat,https://tooting.ch/system/custom_emojis/images/000/146/712/original/e999529b4b0c10a9.png,
292,gBunny,https://tooting.ch/system/custom_emojis/images/000/146/713/original/31f2f109436a16ab.png,
293,purplebunny,https://tooting.ch/system/custom_emojis/images/000/146/714/original/7e7c1fea3b3612ab.png,
294,flan_bunny,https://tooting.ch/system/custom_emojis/images/000/146/715/original/b58abc6c91034739.png,
295,nttwomanbunnyears,https://tooting.ch/system/custom_emojis/images/000/146/716/original/725b7149657d65a0.png,
296,chick_bunny_costume,https://tooting.ch/system/custom_emojis/images/000/146/719/original/d8cd78eceb9e6b24.png,
297,blobbunnynomblobcat,https://tooting.ch/system/custom_emojis/images/000/146/718/original/ee6c9b1c6bb9f155.png,
298,bunny,https://tooting.ch/system/custom_emojis/images/000/146/720/original/fd9a3b8b5f6481d1.png,
299,blobcatnomblobbunny,https://tooting.ch/system/custom_emojis/images/000/146/717/original/9b80b2db8083e4cf.png,
300,chick_bunny,https://tooting.ch/system/custom_emojis/images/000/146/721/original/a0a34144626620ec.png,
301,scorbunny,https://tooting.ch/system/custom_emojis/images/000/146/723/original/64da86b6b70a55fe.png,
302,bunny_hopping,https://tooting.ch/system/custom_emojis/images/000/146/722/original/79085dde9cccadec.png,
303,sunnaYay,https://tooting.ch/system/custom_emojis/images/000/146/726/original/a5a606dc76f80414.png,
304,sun_photo,https://tooting.ch/system/custom_emojis/images/000/146/727/original/380a1275bff1241b.png,
305,blobsunglasses,https://tooting.ch/system/custom_emojis/images/000/146/725/original/d2e989d2ce7ff369.png,
306,thinkergunsunglasses,https://tooting.ch/system/custom_emojis/images/000/146/724/original/52a3dbff98038b97.png,
307,sundae,https://tooting.ch/system/custom_emojis/images/000/146/728/original/e185fc7302d71bf5.png,
308,nekoa_sunny,https://tooting.ch/system/custom_emojis/images/000/146/729/original/fd02cda0ffd798f2.png,
309,synth_sun,https://tooting.ch/system/custom_emojis/images/000/146/730/original/3c390a19ef3eab36.png,
310,thinkergunsunglasses_left,https://tooting.ch/system/custom_emojis/images/000/146/731/original/6bc27f171faa43e2.png,
311,sunglasses_cry,https://tooting.ch/system/custom_emojis/images/000/146/732/original/4e53d7bd55a79251.png,
312,sunglasses_cry_upsidedown,https://tooting.ch/system/custom_emojis/images/000/146/733/original/6ea0820bf82cd833.png,
313,sunderland,https://tooting.ch/system/custom_emojis/images/000/146/734/original/01207bda582dc600.png,
314,sunglasses_cowboy,https://tooting.ch/system/custom_emojis/images/000/146/735/original/576d752f26cd6630.png,
315,sun,https://tooting.ch/system/custom_emojis/images/000/146/736/original/5c7e9261ae0970d8.png,
316,tsundere,https://tooting.ch/system/custom_emojis/images/000/146/737/original/e51b5c423f507df0.png,
317,rubberduck,https://tooting.ch/system/custom_emojis/images/000/149/112/original/e30b1165fe03b9ea.png,
318,ducklett,https://tooting.ch/system/custom_emojis/images/000/149/113/original/6e9299a0a5e27cf5.png,
319,psyduck,https://tooting.ch/system/custom_emojis/images/000/149/114/original/01c48e368718ab0a.png,
320,duckgoogly,https://tooting.ch/system/custom_emojis/images/000/149/115/original/9a33108764faea7e.png,
321,angryducksmile,https://tooting.ch/system/custom_emojis/images/000/149/117/original/b5e8ba032d34b6d9.png,
322,duckduckgo,https://tooting.ch/system/custom_emojis/images/000/149/118/original/c2a7cf4149c78f22.png,
323,duckhunt,https://tooting.ch/system/custom_emojis/images/000/149/119/original/6fcadbbb287ede47.png,
324,duckie,https://tooting.ch/system/custom_emojis/images/000/149/120/original/450efb1044db67d7.png,
325,revangryduck,https://tooting.ch/system/custom_emojis/images/000/149/121/original/a81f91972560076a.png,
326,rubber_duck,https://tooting.ch/system/custom_emojis/images/000/149/122/original/7563ec9b43e44b6d.png,
327,googlyduck,https://tooting.ch/system/custom_emojis/images/000/149/123/original/ba4f19255f64917a.png,
328,angryduckpat,https://tooting.ch/system/custom_emojis/images/000/149/124/original/3a869a18ad36f3d1.gif,
329,duck_wearing_flippers,https://tooting.ch/system/custom_emojis/images/000/149/125/original/b51f91ea84e0cdd4.png,
330,angryduck,https://tooting.ch/system/custom_emojis/images/000/149/116/original/9f2686601f3226fd.png,
331,duck_verified,https://tooting.ch/system/custom_emojis/images/000/149/126/original/f8533c8d982f7f3d.png,
332,Ducklett,https://tooting.ch/system/custom_emojis/images/000/149/127/original/a352320ce0cbbe68.gif,
333,sadduck,https://tooting.ch/system/custom_emojis/images/000/149/128/original/4f02f8d64355028a.png,
334,duckverified,https://tooting.ch/system/custom_emojis/images/000/149/129/original/a6a4ad85efd536a7.png,
335,duckpathyper,https://tooting.ch/system/custom_emojis/images/000/149/130/original/9b0891b0228060a6.gif,
336,blobfoxducksnuggle,https://tooting.ch/system/custom_emojis/images/000/149/131/original/3cd842aa06f3c41a.png,
337,duckknife,https://tooting.ch/system/custom_emojis/images/000/149/132/original/21898afb26ab5943.png,
338,blobcatcoffee,https://tooting.ch/system/custom_emojis/images/000/009/179/original/f5a45b40bc46d99a.png,Blobcat Emoji
339,blobcat_mlem,https://tooting.ch/system/custom_emojis/images/000/009/178/original/421a4213c2452c19.png,Blobcat Emoji
340,blobcatheart,https://tooting.ch/system/custom_emojis/images/000/009/180/original/19c2075b75922639.png,Blobcat Emoji
341,blobcatrainbow,https://tooting.ch/system/custom_emojis/images/000/009/182/original/586a32d8c74818fa.png,Blobcat Emoji
342,blobcatpeek,https://tooting.ch/system/custom_emojis/images/000/009/185/original/abbe3fab3b9421f7.png,Blobcat Emoji
343,blobaww,https://tooting.ch/system/custom_emojis/images/000/009/186/original/8814a4abc8b6b10a.png,Blob Emoji
344,black_bloc_blob,https://tooting.ch/system/custom_emojis/images/000/009/187/original/e21975e6f5e344a4.png,Blob Emoji
345,blob_dizzy_face,https://tooting.ch/system/custom_emojis/images/000/009/176/original/bb81845ed501a1fd.png,Blob Emoji
346,blobhearteyesa,https://tooting.ch/system/custom_emojis/images/000/009/181/original/06c306c84e4a6ece.png,Blob Emoji
347,blobmelt,https://tooting.ch/system/custom_emojis/images/000/009/175/original/366bbbe160ac6cf6.png,Blob Emoji
348,blobnerd,https://tooting.ch/system/custom_emojis/images/000/009/183/original/179a4622681cd465.png,Blob Emoji
349,fishthink,https://tooting.ch/system/custom_emojis/images/000/010/013/original/da6e45272c2a89fc.png,
350,blobcatlove,https://tooting.ch/system/custom_emojis/images/000/010/021/original/bf56ba5dff99c27b.png,Blobcat Emoji
351,blobcatpizza,https://tooting.ch/system/custom_emojis/images/000/010/022/original/3e014c92a85e39b1.png,Blobcat Emoji
352,blobcatsip,https://tooting.ch/system/custom_emojis/images/000/010/023/original/d4e8f5510db43281.png,Blobcat Emoji
353,blobcatthink,https://tooting.ch/system/custom_emojis/images/000/010/024/original/56811c1d2eaa95c1.png,Blobcat Emoji
354,blobangery,https://tooting.ch/system/custom_emojis/images/000/010/016/original/6ed3750475e836e1.png,Blob Emoji
355,blobangry,https://tooting.ch/system/custom_emojis/images/000/010/017/original/f7e3419772a9300c.png,Blob Emoji
356,blobawkward,https://tooting.ch/system/custom_emojis/images/000/010/018/original/a0be90d600fc456d.png,Blob Emoji
357,blob_cry,https://tooting.ch/system/custom_emojis/images/000/010/014/original/9fc0fb4991297f67.png,Blob Emoji
358,blobbounce,https://tooting.ch/system/custom_emojis/images/000/010/020/original/d81b4ed076ce6c33.png,Blob Emoji
359,blobderp,https://tooting.ch/system/custom_emojis/images/000/010/026/original/aa6c9a8c8b72a6e2.png,Blob Emoji
360,blobdrool,https://tooting.ch/system/custom_emojis/images/000/010/027/original/488e94ab21d7198f.png,Blob Emoji
361,blobeyes,https://tooting.ch/system/custom_emojis/images/000/010/028/original/cb5d5bce0c7ac4cf.png,Blob Emoji
362,blobfistbumpR,https://tooting.ch/system/custom_emojis/images/000/010/050/original/9884168ea42ae833.png,Blob Emoji
363,blobglare,https://tooting.ch/system/custom_emojis/images/000/010/030/original/c785d9cb637a015c.png,Blob Emoji
364,blob_grinning_sweat,https://tooting.ch/system/custom_emojis/images/000/010/015/original/f8c524858ac6b621.png,Blob Emoji
365,bloblewd,https://tooting.ch/system/custom_emojis/images/000/010/031/original/0652389c2edabb33.png,Blob Emoji
366,blobowoevil,https://tooting.ch/system/custom_emojis/images/000/010/032/original/ce3b47b108ab089d.png,Blob Emoji
367,blobpatpat,https://tooting.ch/system/custom_emojis/images/000/010/033/original/54c601b61adfb350.png,Blob Emoji
368,blobsadreach,https://tooting.ch/system/custom_emojis/images/000/010/034/original/9314ab611a9eb05a.png,Blob Emoji
369,blobsatania,https://tooting.ch/system/custom_emojis/images/000/010/035/original/98bfa88af219a017.png,Blob Emoji
370,blobshrug,https://tooting.ch/system/custom_emojis/images/000/010/036/original/5b205139bb1807cd.png,Blob Emoji
371,blobsob,https://tooting.ch/system/custom_emojis/images/000/010/037/original/751ec70ecebcf7eb.png,Blob Emoji
372,blobthinkingeyes,https://tooting.ch/system/custom_emojis/images/000/010/040/original/45e44812eb216534.png,Blob Emoji
373,blobthinkingglare,https://tooting.ch/system/custom_emojis/images/000/010/041/original/001ad049543b2fa4.png,Blob Emoji
374,blobthinkingsmirk,https://tooting.ch/system/custom_emojis/images/000/010/042/original/216d16e8a4fbdcfd.png,Blob Emoji
375,blobwaitaminute,https://tooting.ch/system/custom_emojis/images/000/010/043/original/337b47b86e90704f.png,Blob Emoji
376,blobwhistle,https://tooting.ch/system/custom_emojis/images/000/010/044/original/4ada0ee96435b432.png,Blob Emoji
377,blobwoah,https://tooting.ch/system/custom_emojis/images/000/010/045/original/cdd1781570290c8f.png,Blob Emoji
378,blobbongocat,https://tooting.ch/system/custom_emojis/images/000/010/019/original/9919e0764433021e.png,Blobcat Emoji
379,breadbreadpeek,https://tooting.ch/system/custom_emojis/images/000/010/046/original/6733f69533166eec.png,Blob Emoji
380,breadpeek,https://tooting.ch/system/custom_emojis/images/000/010/047/original/4371a39f2283715c.png,Blob Emoji
381,cookieqt,https://tooting.ch/system/custom_emojis/images/000/010/011/original/f2a4a024a6d26163.png,Blob Emoji
382,mpf,https://tooting.ch/system/custom_emojis/images/000/010/048/original/eac7483a01a4622e.png,Blob Emoji
383,thonk,https://tooting.ch/system/custom_emojis/images/000/010/012/original/d1292e568ed9d992.png,Memes
384,blobcatcozyuwu,https://tooting.ch/system/custom_emojis/images/000/027/950/original/4ce0aba2c242ff0b.png,Blobcat Emoji
385,blobsleep,https://tooting.ch/system/custom_emojis/images/000/028/145/original/57f594c6d03d3d34.png,Blob Emoji
386,blobtechnician,https://tooting.ch/system/custom_emojis/images/000/028/116/original/221393eb8fc58bd4.png,Blob Emoji
387,blobcatmudamudamuda,https://tooting.ch/system/custom_emojis/images/000/028/296/original/d6dc81c902860a5b.png,Blobcat Emoji
388,raclette,https://tooting.ch/system/custom_emojis/images/000/171/226/original/2f0e0313a0b277a8.png,
389,tomscott,https://tooting.ch/system/custom_emojis/images/000/173/117/original/aee0eaf45e05dedf.png,
390,blobsadpat,https://tooting.ch/system/custom_emojis/images/000/032/554/original/4240aeca0f23b350.png,Blob Emoji
391,the_froid_citron,https://tooting.ch/system/custom_emojis/images/000/175/040/original/c10bb483ce9b7228.webp,Logos and Symbols
392,the_froid_peche,https://tooting.ch/system/custom_emojis/images/000/175/041/original/a4b4d118399385b7.webp,Logos and Symbols
393,ch_Appenzell_Rhodes_Interieures,https://tooting.ch/system/custom_emojis/images/000/175/194/original/31bd96f67525d813.png,Switzerland
394,ch_Appenzell_Rhodes_Exterieures,https://tooting.ch/system/custom_emojis/images/000/175/198/original/cfdb23b8fa62fe88.png,Switzerland
395,ch_Berne,https://tooting.ch/system/custom_emojis/images/000/175/199/original/44c0dbf5ee9ea06b.png,Switzerland
396,ch_Tessin,https://tooting.ch/system/custom_emojis/images/000/175/225/original/be92658b74e70e65.png,Switzerland
397,ch_Lucerne,https://tooting.ch/system/custom_emojis/images/000/175/208/original/6caf60422dd14988.png,Switzerland
398,ch_Obwald,https://tooting.ch/system/custom_emojis/images/000/175/215/original/dd7e4d5ed81211f1.png,Switzerland
399,ch_Saint_Gall,https://tooting.ch/system/custom_emojis/images/000/175/216/original/12983c36e2f9ffbe.png,Switzerland
400,ch_Schaffhouse,https://tooting.ch/system/custom_emojis/images/000/175/217/original/5bf4ec1c06d823f1.png,Switzerland
401,ch_Soleure,https://tooting.ch/system/custom_emojis/images/000/175/219/original/72a2601ec849ea87.png,Switzerland
402,ch_Schwytz,https://tooting.ch/system/custom_emojis/images/000/175/221/original/6374536d52e51918.png,Switzerland
403,ch_Zoug,https://tooting.ch/system/custom_emojis/images/000/175/229/original/7ec54d45bb8c50d9.png,Switzerland
404,ch_Zurich,https://tooting.ch/system/custom_emojis/images/000/175/230/original/8303243d432580e1.png,Switzerland
405,ch_argovie,https://tooting.ch/system/custom_emojis/images/000/175/191/original/07371f1c624dec46.png,Switzerland
406,ch_Bale_Campagne,https://tooting.ch/system/custom_emojis/images/000/175/201/original/4097c37127613ee5.png,Switzerland
407,ch_Bale_Ville,https://tooting.ch/system/custom_emojis/images/000/175/202/original/db47ae8e6647fe22.png,Switzerland
408,ch_Fribourg,https://tooting.ch/system/custom_emojis/images/000/175/203/original/7782a761891cbbfd.png,Switzerland
409,ch_Geneve,https://tooting.ch/system/custom_emojis/images/000/175/204/original/e7b5ebb6fc51bfd8.png,Switzerland
410,ch_Glaris,https://tooting.ch/system/custom_emojis/images/000/175/205/original/428896c97a53eb40.png,Switzerland
411,ch_Grisons,https://tooting.ch/system/custom_emojis/images/000/175/206/original/796be781082533ca.png,Switzerland
412,ch_Jura,https://tooting.ch/system/custom_emojis/images/000/175/207/original/a290c5690cf56bd4.png,Switzerland
413,ch_Neuchatel,https://tooting.ch/system/custom_emojis/images/000/175/209/original/9843a3837d5933e4.png,Switzerland
414,ch_Nidwald,https://tooting.ch/system/custom_emojis/images/000/175/210/original/910787fff7060f50.png,Switzerland
415,ch_Thurgovie,https://tooting.ch/system/custom_emojis/images/000/175/222/original/e47649b1204e4213.png,Switzerland
416,ch_Uri,https://tooting.ch/system/custom_emojis/images/000/175/226/original/7168653b4adf2f70.png,Switzerland
417,ch_Vaud,https://tooting.ch/system/custom_emojis/images/000/175/227/original/98acdc91cb41ced7.png,Switzerland
418,ch_Valais,https://tooting.ch/system/custom_emojis/images/000/175/228/original/931c90e0d565c13c.png,Switzerland
419,blobcold,https://tooting.ch/system/custom_emojis/images/000/038/460/original/be3e62192f62586b.png,Blob Emoji
420,blobeyespuppy,https://tooting.ch/system/custom_emojis/images/000/038/455/original/bb216e1baa8f3a9a.png,Blob Emoji
421,blobdroolhappy,https://tooting.ch/system/custom_emojis/images/000/038/456/original/0d0b321869d1627e.png,Blob Emoji
422,blobhuh,https://tooting.ch/system/custom_emojis/images/000/038/459/original/a91832b5aa922398.png,Blob Emoji
423,blobhot,https://tooting.ch/system/custom_emojis/images/000/038/463/original/ef5b20130e62aebb.png,Blob Emoji
424,blobnauseated,https://tooting.ch/system/custom_emojis/images/000/038/458/original/266e7a60486fd83d.png,Blob Emoji
425,blobswearing,https://tooting.ch/system/custom_emojis/images/000/038/454/original/bbd6d3892cac7280.png,Blob Emoji
426,blobwoozy2,https://tooting.ch/system/custom_emojis/images/000/038/461/original/915072e060e4bc87.png,Blob Emoji
427,blobwoozy,https://tooting.ch/system/custom_emojis/images/000/038/462/original/521984e25c0a67eb.png,Blob Emoji
428,blobcatmelt2,https://tooting.ch/system/custom_emojis/images/000/039/926/original/ed3c7fe0fd6acbaf.png,Blobcat Emoji
429,blobcatmelt4,https://tooting.ch/system/custom_emojis/images/000/039/928/original/c57d378dd2f6999d.png,Blobcat Emoji
430,blobcatmelt5,https://tooting.ch/system/custom_emojis/images/000/039/929/original/69d1c19784af5e3f.png,Blobcat Emoji
431,blobcatmelted,https://tooting.ch/system/custom_emojis/images/000/039/930/original/c9d7fdb62030e592.png,Blobcat Emoji
432,blobcataww,https://tooting.ch/system/custom_emojis/images/000/040/046/original/f91da275d3709a64.png,Blobcat Emoji
433,blobcatblep,https://tooting.ch/system/custom_emojis/images/000/040/048/original/7d43cf73cbb76550.png,Blobcat Emoji
434,blobcatnom,https://tooting.ch/system/custom_emojis/images/000/040/047/original/87b1d3c577ebf6dc.png,Blobcat Emoji
435,blobcheerleader,https://tooting.ch/system/custom_emojis/images/000/040/044/original/44c17f608a042858.png,Blob Emoji
436,blobcheerleaderreverse,https://tooting.ch/system/custom_emojis/images/000/040/045/original/ad8963b16eb4beb1.png,Blob Emoji
437,blobteheh,https://tooting.ch/system/custom_emojis/images/000/040/268/original/a54d3609f7c5875f.png,Blob Emoji
438,blobcatgooglycry,https://tooting.ch/system/custom_emojis/images/000/041/125/original/c482c8a472d6a9d0.png,Blobcat Emoji
439,brain10,https://tooting.ch/system/custom_emojis/images/000/041/137/original/e2ed3970d83edcb0.png,Memes
440,brain11,https://tooting.ch/system/custom_emojis/images/000/041/138/original/d5dd953f50eeed33.png,Memes
441,brain12,https://tooting.ch/system/custom_emojis/images/000/041/139/original/b9fcc1d05312011b.png,Memes
442,brain2,https://tooting.ch/system/custom_emojis/images/000/041/140/original/630f9a00db62b312.png,Memes
443,brain3,https://tooting.ch/system/custom_emojis/images/000/041/141/original/75deeb60af30be28.png,Memes
444,brain5,https://tooting.ch/system/custom_emojis/images/000/041/143/original/e527e6202a5a1e77.png,Memes
445,brain6,https://tooting.ch/system/custom_emojis/images/000/041/144/original/e3be0673e8510f37.png,Memes
446,brain7,https://tooting.ch/system/custom_emojis/images/000/041/145/original/3424746e172cf00c.png,Memes
447,brain8,https://tooting.ch/system/custom_emojis/images/000/041/146/original/d64a0b41b2d52122.png,Memes
448,brain9,https://tooting.ch/system/custom_emojis/images/000/041/147/original/2b574e7d03cc32ff.png,Memes
449,triforce,https://tooting.ch/system/custom_emojis/images/000/041/163/original/802928a8c72d3f48.png,Logos and Symbols
450,blobfox,https://tooting.ch/system/custom_emojis/images/000/041/451/original/7bdbd1f68621f4e2.png,Blobfox Emoji
451,blobfox3c,https://tooting.ch/system/custom_emojis/images/000/041/452/original/2e314aa5bda079aa.png,Blobfox Emoji
452,blobfox3cevil,https://tooting.ch/system/custom_emojis/images/000/041/453/original/8289ff6eec6b7dc1.png,Blobfox Emoji
453,blobfoxpat,https://tooting.ch/system/custom_emojis/images/000/041/454/original/0b5d5e81b7620c15.png,Blobfox Emoji
454,blobfoxpatneutral,https://tooting.ch/system/custom_emojis/images/000/041/455/original/67510face1eb3c4c.png,Blobfox Emoji
455,blobfoxpatsad,https://tooting.ch/system/custom_emojis/images/000/041/456/original/44f13037ffb2d053.png,Blobfox Emoji
456,blobcatcoffeesip,https://tooting.ch/system/custom_emojis/images/000/041/995/original/6f9b18cb0eae40c8.png,Blobcat Emoji
457,blobcatevil,https://tooting.ch/system/custom_emojis/images/000/042/469/original/cea557632be9909b.png,Blobcat Emoji
458,blobcatfingerguns,https://tooting.ch/system/custom_emojis/images/000/042/470/original/e7f022d5027b7864.png,Blobcat Emoji
459,blobcatglare,https://tooting.ch/system/custom_emojis/images/000/042/471/original/46e0e1ca4bade0f0.png,Blobcat Emoji
460,blobcathappy,https://tooting.ch/system/custom_emojis/images/000/042/472/original/b12712d451f498e0.png,Blobcat Emoji
461,blobcatlul,https://tooting.ch/system/custom_emojis/images/000/042/473/original/0d90a05c726c31ac.png,Blobcat Emoji
462,blobcatoh,https://tooting.ch/system/custom_emojis/images/000/042/474/original/420a29ee93c8fb94.png,Blobcat Emoji
463,blobcatsad,https://tooting.ch/system/custom_emojis/images/000/042/475/original/8997458bdb669bff.png,Blobcat Emoji
464,blobcatscared,https://tooting.ch/system/custom_emojis/images/000/042/476/original/d6586897d4cd6bd7.png,Blobcat Emoji
465,wtf,https://tooting.ch/system/custom_emojis/images/000/043/325/original/6d8cef15ec885657.png,
466,blobcatwhat,https://tooting.ch/system/custom_emojis/images/000/043/327/original/416dfe4b5433ae3c.png,Blobcat Emoji
467,blobwhat,https://tooting.ch/system/custom_emojis/images/000/043/326/original/7fb1e614ef8ad7b9.png,Blob Emoji
468,nuko,https://tooting.ch/system/custom_emojis/images/000/043/352/original/ae5c3d946508be37.png,Anime
469,blobcatmeltpat,https://tooting.ch/system/custom_emojis/images/000/044/350/original/8e767cd2c8ac46a1.png,Blobcat Emoji
470,blobspy,https://tooting.ch/system/custom_emojis/images/000/044/530/original/37134687e8e00378.png,Blob Emoji
471,sharkpat,https://tooting.ch/system/custom_emojis/images/000/044/643/original/e1b75dc934bfb96f.png,
472,honk,https://tooting.ch/system/custom_emojis/images/000/045/272/original/2d6d8870c267dd5b.png,Memes
473,blobwhee,https://tooting.ch/system/custom_emojis/images/000/045/411/original/6310861d00ccb348.png,Blob Emoji
474,blobcatoutage,https://tooting.ch/system/custom_emojis/images/000/046/170/original/ce792d9dfc4057cf.png,Blobcat Emoji
475,redflag,https://tooting.ch/system/custom_emojis/images/000/048/423/original/6e3f5e984147877c.png,
476,anarchy,https://tooting.ch/system/custom_emojis/images/000/048/483/original/f515b6557b969d6c.png,Logos and Symbols
477,javascript,https://tooting.ch/system/custom_emojis/images/000/049/610/original/9f396d08804e4d9f.png,Logos and Symbols
478,nojavascript,https://tooting.ch/system/custom_emojis/images/000/049/612/original/ae177cb302eaab92.png,Logos and Symbols
